pokemon_id,name,descripction,hp,attack,defense,special-attack,special-defense,speed,img
666,vivillon,La altura del pokemon 1.2 m y su peso es 17.0 kg,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png
667,litleo,La altura del pokemon 0.6 m y su peso es 13.5 kg,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png
668,pyroar,La altura del pokemon 1.5 m y su peso es 81.5 kg,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png
669,flabebe,La altura del pokemon 0.1 m y su peso es 0.1 kg,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png
670,floette,La altura del pokemon 0.2 m y su peso es 0.9 kg,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png
671,florges,La altura del pokemon 1.1 m y su peso es 10.0 kg,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png
672,skiddo,La altura del pokemon 0.9 m y su peso es 31.0 kg,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png
673,gogoat,La altura del pokemon 1.7 m y su peso es 91.0 kg,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png
674,pancham,La altura del pokemon 0.6 m y su peso es 8.0 kg,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png
675,pangoro,La altura del pokemon 2.1 m y su peso es 136.0 kg,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png
676,furfrou,La altura del pokemon 1.2 m y su peso es 28.0 kg,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png
677,espurr,La altura del pokemon 0.3 m y su peso es 3.5 kg,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png
678,meowstic-male,La altura del pokemon 0.6 m y su peso es 8.5 kg,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png
679,honedge,La altura del pokemon 0.8 m y su peso es 2.0 kg,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png
680,doublade,La altura del pokemon 0.8 m y su peso es 4.5 kg,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png
681,aegislash-shield,La altura del pokemon 1.7 m y su peso es 53.0 kg,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png
682,spritzee,La altura del pokemon 0.2 m y su peso es 0.5 kg,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png
683,aromatisse,La altura del pokemon 0.8 m y su peso es 15.5 kg,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png
684,swirlix,La altura del pokemon 0.4 m y su peso es 3.5 kg,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png
685,slurpuff,La altura del pokemon 0.8 m y su peso es 5.0 kg,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png
686,inkay,La altura del pokemon 0.4 m y su peso es 3.5 kg,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png
687,malamar,La altura del pokemon 1.5 m y su peso es 47.0 kg,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png
688,binacle,La altura del pokemon 0.5 m y su peso es 31.0 kg,42,52,67,39,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png
689,barbaracle,La altura del pokemon 1.3 m y su peso es 96.0 kg,72,105,115,54,86,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png
690,skrelp,La altura del pokemon 0.5 m y su peso es 7.3 kg,50,60,60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png
691,dragalge,La altura del pokemon 1.8 m y su peso es 81.5 kg,65,75,90,97,123,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png
692,clauncher,La altura del pokemon 0.5 m y su peso es 8.3 kg,50,53,62,58,63,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png
693,clawitzer,La altura del pokemon 1.3 m y su peso es 35.3 kg,71,73,88,120,89,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png
694,helioptile,La altura del pokemon 0.5 m y su peso es 6.0 kg,44,38,33,61,43,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png
695,heliolisk,La altura del pokemon 1.0 m y su peso es 21.0 kg,62,55,52,109,94,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png
696,tyrunt,La altura del pokemon 0.8 m y su peso es 26.0 kg,58,89,77,45,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png
697,tyrantrum,La altura del pokemon 2.5 m y su peso es 270.0 kg,82,121,119,69,59,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png
698,amaura,La altura del pokemon 1.3 m y su peso es 25.2 kg,77,59,50,67,63,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png
699,aurorus,La altura del pokemon 2.7 m y su peso es 225.0 kg,123,77,72,99,92,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png
700,sylveon,La altura del pokemon 1.0 m y su peso es 23.5 kg,95,65,65,110,130,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png
701,hawlucha,La altura del pokemon 0.8 m y su peso es 21.5 kg,78,92,75,74,63,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png
702,dedenne,La altura del pokemon 0.2 m y su peso es 2.2 kg,67,58,57,81,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png
703,carbink,La altura del pokemon 0.3 m y su peso es 5.7 kg,50,50,150,50,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png
704,goomy,La altura del pokemon 0.3 m y su peso es 2.8 kg,45,50,35,55,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png
705,sliggoo,La altura del pokemon 0.8 m y su peso es 17.5 kg,68,75,53,83,113,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png
706,goodra,La altura del pokemon 2.0 m y su peso es 150.5 kg,90,100,70,110,150,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png
707,klefki,La altura del pokemon 0.2 m y su peso es 3.0 kg,57,80,91,80,87,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png
708,phantump,La altura del pokemon 0.4 m y su peso es 7.0 kg,43,70,48,50,60,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png
709,trevenant,La altura del pokemon 1.5 m y su peso es 71.0 kg,85,110,76,65,82,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png
710,pumpkaboo-average,La altura del pokemon 0.4 m y su peso es 5.0 kg,49,66,70,44,55,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png
711,gourgeist-average,La altura del pokemon 0.9 m y su peso es 12.5 kg,65,90,122,58,75,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png
712,bergmite,La altura del pokemon 1.0 m y su peso es 99.5 kg,55,69,85,32,35,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png
713,avalugg,La altura del pokemon 2.0 m y su peso es 505.0 kg,95,117,184,44,46,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png
714,noibat,La altura del pokemon 0.5 m y su peso es 8.0 kg,40,30,35,45,40,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png
715,noivern,La altura del pokemon 1.5 m y su peso es 85.0 kg,85,70,80,97,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png
716,xerneas,La altura del pokemon 3.0 m y su peso es 215.0 kg,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png
717,yveltal,La altura del pokemon 5.8 m y su peso es 203.0 kg,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png
718,zygarde-50,La altura del pokemon 5.0 m y su peso es 305.0 kg,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png
719,diancie,La altura del pokemon 0.7 m y su peso es 8.8 kg,50,100,150,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png
720,hoopa,La altura del pokemon 0.5 m y su peso es 9.0 kg,80,110,60,150,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png
721,volcanion,La altura del pokemon 1.7 m y su peso es 195.0 kg,80,110,120,130,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png
722,rowlet,La altura del pokemon 0.3 m y su peso es 1.5 kg,68,55,55,50,50,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png
723,dartrix,La altura del pokemon 0.7 m y su peso es 16.0 kg,78,75,75,70,70,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png
724,decidueye,La altura del pokemon 1.6 m y su peso es 36.6 kg,78,107,75,100,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png
725,litten,La altura del pokemon 0.4 m y su peso es 4.3 kg,45,65,40,60,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png
726,torracat,La altura del pokemon 0.7 m y su peso es 25.0 kg,65,85,50,80,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png
727,incineroar,La altura del pokemon 1.8 m y su peso es 83.0 kg,95,115,90,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png
728,popplio,La altura del pokemon 0.4 m y su peso es 7.5 kg,50,54,54,66,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png
729,brionne,La altura del pokemon 0.6 m y su peso es 17.5 kg,60,69,69,91,81,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png
730,primarina,La altura del pokemon 1.8 m y su peso es 44.0 kg,80,74,74,126,116,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png
731,pikipek,La altura del pokemon 0.3 m y su peso es 1.2 kg,35,75,30,30,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png
732,trumbeak,La altura del pokemon 0.6 m y su peso es 14.8 kg,55,85,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png
733,toucannon,La altura del pokemon 1.1 m y su peso es 26.0 kg,80,120,75,75,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png
734,yungoos,La altura del pokemon 0.4 m y su peso es 6.0 kg,48,70,30,30,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png
735,gumshoos,La altura del pokemon 0.7 m y su peso es 14.2 kg,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png
736,grubbin,La altura del pokemon 0.4 m y su peso es 4.4 kg,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png
737,charjabug,La altura del pokemon 0.5 m y su peso es 10.5 kg,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png
738,vikavolt,La altura del pokemon 1.5 m y su peso es 45.0 kg,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png
739,crabrawler,La altura del pokemon 0.6 m y su peso es 7.0 kg,47,82,57,42,47,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png
740,crabominable,La altura del pokemon 1.7 m y su peso es 180.0 kg,97,132,77,62,67,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png
741,oricorio-baile,La altura del pokemon 0.6 m y su peso es 3.4 kg,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png
742,cutiefly,La altura del pokemon 0.1 m y su peso es 0.2 kg,40,45,40,55,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png
743,ribombee,La altura del pokemon 0.2 m y su peso es 0.5 kg,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
744,rockruff,La altura del pokemon 0.5 m y su peso es 9.2 kg,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png
745,lycanroc-midday,La altura del pokemon 0.8 m y su peso es 25.0 kg,75,115,65,55,65,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png
746,wishiwashi-solo,La altura del pokemon 0.2 m y su peso es 0.3 kg,45,20,20,25,25,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png
747,mareanie,La altura del pokemon 0.4 m y su peso es 8.0 kg,50,53,62,43,52,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png
748,toxapex,La altura del pokemon 0.7 m y su peso es 14.5 kg,50,63,152,53,142,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png
749,mudbray,La altura del pokemon 1.0 m y su peso es 110.0 kg,70,100,70,45,55,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png
750,mudsdale,La altura del pokemon 2.5 m y su peso es 920.0 kg,100,125,100,55,85,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png
751,dewpider,La altura del pokemon 0.3 m y su peso es 4.0 kg,38,40,52,40,72,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png
752,araquanid,La altura del pokemon 1.8 m y su peso es 82.0 kg,68,70,92,50,132,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png
753,fomantis,La altura del pokemon 0.3 m y su peso es 1.5 kg,40,55,35,50,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png
754,lurantis,La altura del pokemon 0.9 m y su peso es 18.5 kg,70,105,90,80,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png
755,morelull,La altura del pokemon 0.2 m y su peso es 1.5 kg,40,35,55,65,75,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png
756,shiinotic,La altura del pokemon 1.0 m y su peso es 11.5 kg,60,45,80,90,100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png
757,salandit,La altura del pokemon 0.6 m y su peso es 4.8 kg,48,44,40,71,40,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png
758,salazzle,La altura del pokemon 1.2 m y su peso es 22.2 kg,68,64,60,111,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png
759,stufful,La altura del pokemon 0.5 m y su peso es 6.8 kg,70,75,50,45,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png
760,bewear,La altura del pokemon 2.1 m y su peso es 135.0 kg,120,125,80,55,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png
761,bounsweet,La altura del pokemon 0.3 m y su peso es 3.2 kg,42,30,38,30,38,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png
762,steenee,La altura del pokemon 0.7 m y su peso es 8.2 kg,52,40,48,40,48,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png
763,tsareena,La altura del pokemon 1.2 m y su peso es 21.4 kg,72,120,98,50,98,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png
764,comfey,La altura del pokemon 0.1 m y su peso es 0.3 kg,51,52,90,82,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png
765,oranguru,La altura del pokemon 1.5 m y su peso es 76.0 kg,90,60,80,90,110,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png
766,passimian,La altura del pokemon 2.0 m y su peso es 82.8 kg,100,120,90,40,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png
767,wimpod,La altura del pokemon 0.5 m y su peso es 12.0 kg,25,35,40,20,30,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
768,golisopod,La altura del pokemon 2.0 m y su peso es 108.0 kg,75,125,140,60,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
769,sandygast,La altura del pokemon 0.5 m y su peso es 70.0 kg,55,55,80,70,45,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png
770,palossand,La altura del pokemon 1.3 m y su peso es 250.0 kg,85,75,110,100,75,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png
771,pyukumuku,La altura del pokemon 0.3 m y su peso es 1.2 kg,55,60,130,30,130,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png
772,type-null,La altura del pokemon 1.9 m y su peso es 120.5 kg,95,95,95,95,95,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png
773,silvally,La altura del pokemon 2.3 m y su peso es 100.5 kg,95,95,95,95,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png
774,minior-red-meteor,La altura del pokemon 0.3 m y su peso es 40.0 kg,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png
775,komala,La altura del pokemon 0.4 m y su peso es 19.9 kg,65,115,65,75,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png
776,turtonator,La altura del pokemon 2.0 m y su peso es 212.0 kg,60,78,135,91,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png
777,togedemaru,La altura del pokemon 0.3 m y su peso es 3.3 kg,65,98,63,40,73,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png
778,mimikyu-disguised,La altura del pokemon 0.2 m y su peso es 0.7 kg,55,90,80,50,105,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png
779,bruxish,La altura del pokemon 0.9 m y su peso es 19.0 kg,68,105,70,70,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png
780,drampa,La altura del pokemon 3.0 m y su peso es 185.0 kg,78,60,85,135,91,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png
781,dhelmise,La altura del pokemon 3.9 m y su peso es 210.0 kg,70,131,100,86,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png
782,jangmo-o,La altura del pokemon 0.6 m y su peso es 29.7 kg,45,55,65,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png
783,hakamo-o,La altura del pokemon 1.2 m y su peso es 47.0 kg,55,75,90,65,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png
784,kommo-o,La altura del pokemon 1.6 m y su peso es 78.2 kg,75,110,125,100,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png
785,tapu-koko,La altura del pokemon 1.8 m y su peso es 20.5 kg,70,115,85,95,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png
786,tapu-lele,La altura del pokemon 1.2 m y su peso es 18.6 kg,70,85,75,130,115,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,tapu-bulu,La altura del pokemon 1.9 m y su peso es 45.5 kg,70,130,115,85,95,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,tapu-fini,La altura del pokemon 1.3 m y su peso es 21.2 kg,70,75,115,95,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
789,cosmog,La altura del pokemon 0.2 m y su peso es 0.1 kg,43,29,31,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,cosmoem,La altura del pokemon 0.1 m y su peso es 999.9 kg,43,29,131,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,solgaleo,La altura del pokemon 3.4 m y su peso es 230.0 kg,137,137,107,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,lunala,La altura del pokemon 4.0 m y su peso es 120.0 kg,137,113,89,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,nihilego,La altura del pokemon 1.2 m y su peso es 55.5 kg,109,53,47,127,131,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,buzzwole,La altura del pokemon 2.4 m y su peso es 333.6 kg,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,pheromosa,La altura del pokemon 1.8 m y su peso es 25.0 kg,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,xurkitree,La altura del pokemon 3.8 m y su peso es 100.0 kg,83,89,71,173,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,celesteela,La altura del pokemon 9.2 m y su peso es 999.9 kg,97,101,103,107,101,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,kartana,La altura del pokemon 0.3 m y su peso es 0.1 kg,59,181,131,59,31,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,guzzlord,La altura del pokemon 5.5 m y su peso es 888.0 kg,223,101,53,97,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,necrozma,La altura del pokemon 2.4 m y su peso es 230.0 kg,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,magearna,La altura del pokemon 1.0 m y su peso es 80.5 kg,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,marshadow,La altura del pokemon 0.7 m y su peso es 22.2 kg,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,poipole,La altura del pokemon 0.6 m y su peso es 1.8 kg,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,naganadel,La altura del pokemon 3.6 m y su peso es 150.0 kg,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,stakataka,La altura del pokemon 5.5 m y su peso es 820.0 kg,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,blacephalon,La altura del pokemon 1.8 m y su peso es 13.0 kg,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,zeraora,La altura del pokemon 1.5 m y su peso es 44.5 kg,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,meltan,La altura del pokemon 0.2 m y su peso es 8.0 kg,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,melmetal,La altura del pokemon 2.5 m y su peso es 800.0 kg,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,grookey,La altura del pokemon 0.3 m y su peso es 5.0 kg,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,thwackey,La altura del pokemon 0.7 m y su peso es 14.0 kg,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,rillaboom,La altura del pokemon 2.1 m y su peso es 90.0 kg,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,scorbunny,La altura del pokemon 0.3 m y su peso es 4.5 kg,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
